196|242|1|881250949
186|302|1|891717742
22|377|-5|878887116
244|51|-3|880606923
166|346|-5|886397596
298|474|3|884182806
115|265|-3|881171488
253|465|5|891628467
305|451|1|886324817
6|86|1|883603013
62|257|-3|879372434
286|1014|5|879781125
200|222|5|876042340
210|40|1|891035994
224|29|1|888104457
303|785|1|879485318
122|387|5|879270459
194|274|-3|879539794
291|1042|3|874834944
234|1184|-3|892079237
119|392|3|886176814
167|486|3|892738452
299|144|3|877881320
291|118|-3|874833878
308|1|3|887736532
95|546|-3|879196566
38|95|5|892430094
102|768|-3|883748450
63|277|3|875747401
160|234|5|876861185
50|246|1|877052329
301|98|3|882075827
225|193|3|879539727
290|88|3|880731963
97|194|1|884238860
157|274|3|886890835
181|1081|-5|878962623
278|603|5|891295330
276|796|-5|874791932
7|32|3|891350932
10|16|3|877888877
284|304|3|885329322
201|979|-3|884114233
276|564|1|874791805
287|327|5|875333916
246|201|5|884921594
242|1137|5|879741196
249|241|5|879641194
99|4|5|886519097
178|332|1|882823437
251|100|3|886271884
81|432|-3|876535131
260|322|3|890618898
25|181|5|885853415
59|196|5|888205088
72|679|-3|880037164
87|384|3|879877127
290|143|5|880474293
42|423|5|881107687
292|515|3|881103977
115|20|1|881171009
20|288|-5|879667584
201|219|3|884112673
13|526|1|882141053
246|919|3|884920949
138|26|5|879024232
167|232|-5|892738341
60|427|5|883326620
57|304|5|883698581
223|274|3|891550094
189|512|3|893277702
243|15|1|879987440
92|1049|-5|890251826
246|416|1|884923047
194|165|3|879546723
241|690|-3|887249482
178|248|3|882823954
254|1444|1|886475558
293|5|1|888906576
127|229|5|884364867
225|237|5|879539643
299|229|1|878192429
225|480|5|879540748
276|54|1|874791025
291|144|5|874835091
222|366|3|878183381
267|518|5|878971773
42|403|1|881108684
11|111|3|891903862
95|625|3|888954412
8|338|3|879361873
162|25|3|877635573
87|1016|3|879876194
279|154|5|875296291
145|275|-3|885557505
119|1153|5|874781198
62|498|3|879373848
62|382|1|879375537
28|209|3|881961214
135|23|3|879857765
32|294|1|883709863
90|382|5|891383835
286|208|3|877531942
293|685|1|888905170
216|144|3|880234639
166|328|5|886397722
250|496|3|878090499
271|132|5|885848672
160|174|5|876860807
265|118|3|875320714
198|498|1|884207492
42|96|5|881107178
168|151|5|884288058
110|307|3|886987260
58|144|3|884304936
90|648|3|891384754
271|346|3|885844430
62|21|1|879373460
279|832|1|881375854
237|514|3|879376641
94|789|3|891720887
128|485|1|879966895
298|317|3|884182806
44|195|5|878347874
264|200|5|886122352
194|385|-3|879524643
72|195|5|880037702
222|750|5|883815120
250|264|1|878089182
41|265|1|890687042
224|245|1|888082216
82|135|1|878769629
262|1147|3|879791710
293|471|1|888904884
216|658|1|880245029
250|140|1|878092059
59|23|5|888205300
286|379|5|877533771
244|815|3|880605185
7|479|3|891352010
174|368|-5|886434402
87|274|3|879876734
194|1211|-3|879551380
82|1134|-3|884714402
13|836|-3|882139746
13|272|3|884538403
244|756|-3|880605157
305|427|5|886323090
95|787|-3|888954930
43|14|-3|883955745
299|955|3|889502823
57|419|1|883698454
84|405|1|883452363
269|504|3|891449922
299|111|1|877878184
194|466|3|879525876
160|135|3|876860807
99|268|1|885678247
10|486|3|877886846
259|117|3|874724988
85|427|1|879456350
303|919|3|879467295
213|273|5|878870987
121|514|1|891387947
90|98|5|891383204
49|559|-3|888067405
42|794|1|881108425
155|323|-3|879371261
68|117|3|876973939
172|177|3|875537965
19|4|3|885412840
268|231|3|875744136
5|2|1|875636053
305|117|-3|886324028
44|294|3|883612356
43|137|3|875975656
279|1336|-5|875298353
80|466|5|887401701
254|164|3|886472768
298|281|1|884183336
279|1240|-5|892174404
66|298|3|883601324
18|443|1|880130193
268|1035|-3|875542174
99|79|3|885680138
13|98|3|881515011
26|258|1|891347949
7|455|3|891353086
222|755|3|878183481
200|673|5|884128554
119|328|3|876923913
213|172|5|878955442
276|322|1|874786392
94|1217|1|891723086
130|379|3|875801662
38|328|3|892428688
160|719|1|876857977
293|1267|1|888906966
26|930|-3|891385985
130|216|3|875216545
92|1079|1|886443455
256|452|3|882164999
1|61|3|878542420
72|48|3|880036718
56|755|1|892910207
13|360|3|882140926
15|405|-3|879455957
92|77|1|875654637
207|476|-3|884386343
292|174|5|881105481
232|483|5|888549622
251|748|-3|886272175
224|26|1|888104153
181|220|3|878962392
259|255|3|874724710
305|471|3|886323648
52|280|1|882922806
161|202|5|891170769
148|408|5|877399018
125|235|-3|892838559
97|228|5|884238860
58|1098|3|884304936
83|234|3|887665548
90|347|3|891383319
272|178|5|879455113
194|181|1|879521396
125|478|3|879454628
110|688|-5|886987605
299|14|3|877877775
151|10|5|879524921
269|127|3|891446165
6|14|5|883599249
54|106|1|880937882
303|69|5|879467542
16|944|-5|877727122
301|790|3|882078621
276|1091|1|874793035
305|214|-3|886323068
194|1028|-3|879541148
91|323|-3|891438397
87|554|3|879875940
294|109|3|877819599
286|171|3|877531791
200|318|5|884128458
229|328|-5|891632142
178|568|3|882826555
303|842|-3|879484804
62|65|3|879374686
207|591|1|876018608
92|172|3|875653271
301|401|3|882078040
36|339|5|882157581
70|746|1|884150257
63|242|1|875747190
28|201|1|881961671
279|68|3|875307407
250|7|3|878089716
14|98|1|890881335
299|1018|1|889502324
194|54|1|879525876
303|815|1|879485532
119|237|5|874775038
295|218|5|879966498
268|930|-3|875742942
268|2|-3|875744173
66|258|3|883601089
233|202|5|879394264
83|623|3|880308578
214|334|1|891542540
192|476|-3|881368243
100|344|3|891374868
268|145|-5|875744501
301|56|3|882076587
307|89|5|879283786
234|141|1|892334609
83|576|3|880308755
181|264|-3|878961624
297|133|3|875240090
38|153|5|892430369
7|382|3|891352093
264|813|3|886122952
181|872|-5|878961814
201|146|-5|884140579
85|507|3|879456199
269|367|1|891450023
59|468|1|888205855
286|143|3|889651549
193|96|-5|889124507
113|595|5|875936424
292|11|5|881104093
130|1014|1|876250718
275|98|3|875155140
189|520|5|893265380
219|82|-5|889452455
218|209|5|877488546
123|427|1|879873020
119|222|5|874775311
158|177|3|880134407
222|118|3|877563802
302|322|-3|879436875
279|501|1|875308843
301|79|5|882076403
181|3|-3|878963441
201|695|-5|884140115
13|198|1|881515193
1|189|1|888732928
145|237|5|875270570
23|385|3|874786462
201|767|3|884114505
296|705|5|884197193
42|546|1|881105817
33|872|1|891964230
301|554|1|882078830
16|64|5|877720297
95|135|1|879197562
154|357|3|879138713
77|484|5|884733766
296|508|5|884196584
302|303|-3|879436785
244|673|1|880606667
222|77|3|878183616
13|215|5|882140588
16|705|5|877722736
270|452|3|876956264
145|15|-3|875270655
187|64|5|879465631
200|304|5|876041644
170|749|5|887646170
101|829|1|877136138
184|218|1|889909840
128|204|3|879967478
181|1295|-5|878961781
184|153|1|889911285
1|33|3|878542699
1|160|3|875072547
184|321|5|889906967
54|595|1|880937813
94|343|3|891725009
128|508|3|879967767
23|323|-3|874784266
301|227|1|882077222
301|191|1|882075672
112|903|-5|892440172
82|183|1|878769848
222|724|1|878181976
218|430|1|877488316
308|1197|3|887739521
303|134|5|879467959
133|751|1|890588547
215|212|-3|891435680
69|256|5|882126156
254|662|3|887347350
276|2|3|874792436
104|984|-5|888442575
63|1067|1|875747514
267|410|3|878970785
13|56|5|881515011
240|879|1|885775745
286|237|-3|875806800
294|271|5|889241426
90|1086|3|891384424
18|26|3|880129731
92|229|1|875656201
308|649|3|887739292
144|89|1|888105691
191|302|3|891560253
59|951|1|888206409
200|96|5|884129409
16|197|5|877726146
61|678|1|892302309
271|199|3|885848448
271|709|1|885849325
142|169|5|888640356
275|597|1|876197678
222|151|1|878182109
87|40|1|879876917
207|258|3|877879172
272|1393|-3|879454663
177|333|3|880130397
207|1115|-3|879664906
299|577|1|889503806
271|378|3|885849447
305|425|3|886324486
49|959|-3|888068912
94|1224|1|891722802
130|1017|1|874953895
10|175|1|877888677
203|321|1|880433418
191|286|3|891560842
43|323|1|875975110
21|558|5|874951695
197|96|5|891409839
13|344|-3|888073635
194|66|1|879527264
234|206|3|892334543
308|402|3|887740700
308|640|3|887737036
269|522|5|891447773
94|265|3|891721889
268|62|1|875310824
272|12|5|879455254
121|291|1|891390477
296|20|5|884196921
134|286|1|891732334
180|462|5|877544218
234|612|1|892079140
104|117|-3|888465972
38|758|-5|892434626
269|845|-5|891456255
7|163|3|891353444
234|1451|1|892078343
275|405|-3|876197645
52|250|1|882922661
102|823|1|888801465
13|186|3|890704999
178|731|3|882827532
236|71|1|890116671
256|781|5|882165296
263|176|5|891299752
244|186|1|880605697
279|1181|3|875314001
43|815|3|883956189
83|78|-3|880309089
151|197|5|879528710
254|436|-3|886474216
109|631|1|880579371
297|716|1|875239422
249|188|3|879641067
144|699|3|888106106
301|604|3|882075994
64|392|1|889737542
92|501|-3|875653665
222|97|3|878181739
268|436|1|875310745
293|135|5|888905550
213|173|5|878955442
160|460|-3|876861185
13|498|3|882139901
59|715|5|888205921
5|17|3|875636198
125|163|5|879454956
174|315|5|886432749
114|505|1|881260203
213|515|3|878870518
23|196|-3|874786926
128|15|3|879968827
239|56|3|889179478
181|279|-5|878962955
291|80|3|875086354
250|238|3|878089963
201|649|1|884114275
60|60|5|883327734
181|325|-3|878961814
119|407|1|887038665
287|1|5|875334088
216|228|1|880245642
216|531|3|880233810
203|471|3|880434463
92|587|1|875660408
13|892|1|882774224
213|176|3|878956338
286|288|5|875806672
117|1047|-3|881009697
99|111|-5|885678886
11|558|1|891904214
65|47|-3|879216672
295|194|3|879517412
269|217|-3|891451610
85|259|-3|881705026
250|596|5|878089921
137|144|5|881433689
201|960|-3|884112077
257|137|3|882049932
111|328|3|891679939
91|480|3|891438875
215|211|3|891436202
181|938|-5|878961586
189|1060|5|893264301
1|20|3|887431883
303|404|3|879468375
299|305|1|879737314
187|210|3|879465242
222|278|-3|877563913
214|568|3|892668197
293|770|1|888906655
285|191|3|890595859
303|252|1|879544791
96|156|3|884402860
72|1110|1|880037334
115|1067|3|881171009
7|430|1|891352178
116|350|1|886977926
73|480|3|888625753
269|246|5|891457067
263|419|5|891299514
70|431|1|884150257
221|475|3|875244204
72|182|5|880036515
25|357|3|885852757
290|50|5|880473582
189|526|3|893266205
299|303|1|877618584
264|294|1|886121516
200|365|5|884129962
187|135|3|879465653
184|187|3|889909024
63|289|-3|875746985
13|229|3|882397650
298|486|1|884183063
235|185|3|889655435
62|712|3|879376178
246|94|-3|884923505
54|742|5|880934806
63|762|1|875747688
11|732|1|891904596
92|168|3|875653723
8|550|1|879362356
307|174|3|879283480
303|200|3|879468459
256|849|-3|882164603
72|54|1|880036854
164|406|-3|889402389
117|150|3|880125101
224|77|3|888103872
193|869|1|889127811
94|184|-3|891720862
281|338|-3|881200457
130|109|1|874953794
128|371|-5|879966954
94|720|-5|891723593
182|845|1|885613067
